feedback_id,user_id,session_id,feedback_date,journey_stage,rating,source,feedback_text,feedback_text_clean,sentiment_score,sentiment_label,theme_navigation,theme_pricing,theme_performance,theme_product_value
F00194,U0408,S01513,2026-03-04,entry,1,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00195,U0176,S00821,2026-03-12,product_detail,1,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00196,U0472,S00844,2026-03-01,browse,2,post_session_survey,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00197,U0025,S01737,2026-03-13,entry,1,in_app,It was hard to find the information I needed,it was hard to find the information i needed,-1,negative,1,0,0,0
F00198,U0380,S02155,2026-03-02,application,4,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00199,U0031,S02129,2026-03-16,product_detail,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00200,U0657,S01868,2026-03-05,entry,1,post_session_survey,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00201,U0623,S01536,2026-03-16,product_detail,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00202,U0206,S00207,2026-03-14,product_detail,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00203,U0029,S00395,2026-03-09,product_detail,1,in_app,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00204,U0471,S02160,2026-03-20,pricing,5,in_app,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00205,U0160,S01451,2026-03-14,entry,3,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00206,U0527,S00022,2026-03-09,pricing,1,post_session_survey,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00207,U0254,S00250,2026-03-03,pricing,1,in_app,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00208,U0184,S01589,2026-03-17,pricing,3,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00209,U0311,S00012,2026-03-09,product_detail,2,post_session_survey,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00210,U0305,S00393,2026-03-12,pricing,2,in_app,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00211,U0079,S01319,2026-03-04,browse,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00212,U0627,S01659,2026-03-02,product_detail,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00213,U0030,S01560,2026-03-03,browse,4,in_app,It was easy to move from product details to pricing,it was easy to move from product details to pricing,1,positive,0,1,0,0
F00214,U0263,S00549,2026-03-18,pricing,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00215,U0083,S01703,2026-03-03,product_detail,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00216,U0444,S00580,2026-03-12,browse,5,in_app,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00217,U0207,S00788,2026-03-05,entry,2,post_session_survey,I wanted to see pricing earlier in the journey,i wanted to see pricing earlier in the journey,0,neutral,1,1,0,0
F00218,U0146,S01787,2026-03-12,entry,3,in_app,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00219,U0180,S01555,2026-03-11,entry,1,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00220,U0614,S02037,2026-03-11,product_detail,1,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00221,U0457,S01576,2026-03-11,product_detail,5,in_app,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00222,U0060,S01366,2026-03-15,application,3,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00223,U0761,S00232,2026-03-01,entry,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00224,U0372,S00888,2026-03-05,product_detail,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00225,U0524,S00645,2026-03-02,entry,1,post_session_survey,The app was slow and laggy on my phone,the app was slow and laggy on my phone,-3,negative,0,0,1,0
F00226,U0323,S00597,2026-03-03,entry,2,in_app,The pricing page was not easy to discover,the pricing page was not easy to discover,1,positive,0,1,0,0
F00227,U0675,S02335,2026-03-11,browse,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00228,U0025,S00948,2026-03-07,product_detail,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00229,U0259,S02142,2026-03-01,pricing,2,in_app,It was hard to find the information I needed,it was hard to find the information i needed,-1,negative,1,0,0,0
F00230,U0671,S01509,2026-03-11,browse,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00231,U0456,S01904,2026-03-20,entry,4,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00232,U0612,S01209,2026-03-20,entry,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00233,U0346,S01385,2026-03-17,entry,1,post_session_survey,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00234,U0758,S01187,2026-03-02,product_detail,5,post_session_survey,I could find the information I needed quickly,i could find the information i needed quickly,0,neutral,1,0,0,0
F00235,U0495,S00477,2026-03-02,product_detail,5,in_app,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00236,U0381,S01730,2026-03-20,browse,1,in_app,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00237,U0756,S00682,2026-03-08,product_detail,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00238,U0004,S00055,2026-03-17,pricing,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00239,U0339,S01544,2026-03-11,pricing,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00240,U0575,S00434,2026-03-19,entry,2,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00241,U0592,S02259,2026-03-15,entry,3,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00242,U0411,S02291,2026-03-02,browse,1,in_app,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00243,U0644,S02198,2026-03-03,browse,5,post_session_survey,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00244,U0712,S00894,2026-03-10,entry,1,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00245,U0622,S00037,2026-03-11,product_detail,2,post_session_survey,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00246,U0432,S02233,2026-03-20,product_detail,2,in_app,The pricing page was not easy to discover,the pricing page was not easy to discover,1,positive,0,1,0,0
F00247,U0403,S01036,2026-03-13,pricing,2,in_app,The pricing page was not easy to discover,the pricing page was not easy to discover,1,positive,0,1,0,0
F00248,U0334,S02319,2026-03-07,browse,5,in_app,The 3D model was realistic and useful,the 3d model was realistic and useful,2,positive,0,0,0,1
F00249,U0142,S02313,2026-03-08,browse,2,post_session_survey,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00250,U0400,S02046,2026-03-06,product_detail,5,post_session_survey,The layout was easy to use,the layout was easy to use,1,positive,1,0,0,0
F00251,U0401,S00717,2026-03-04,entry,2,in_app,The pricing page was not easy to discover,the pricing page was not easy to discover,1,positive,0,1,0,0
F00252,U0437,S00931,2026-03-19,entry,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00253,U0296,S02041,2026-03-03,browse,1,post_session_survey,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00254,U0728,S00770,2026-03-05,entry,2,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00255,U0203,S00415,2026-03-17,pricing,5,in_app,The product information was clear and easy to explore,the product information was clear and easy to explore,2,positive,0,0,0,1
F00256,U0605,S01339,2026-03-18,entry,2,post_session_survey,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00257,U0153,S02251,2026-03-03,entry,2,in_app,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00258,U0762,S01667,2026-03-17,browse,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00259,U0317,S01369,2026-03-17,application,4,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00260,U0570,S00240,2026-03-07,entry,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00261,U0121,S01471,2026-03-04,pricing,1,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00262,U0231,S02376,2026-03-07,product_detail,5,in_app,It was easy to move from product details to pricing,it was easy to move from product details to pricing,1,positive,0,1,0,0
F00263,U0709,S00342,2026-03-17,entry,3,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00264,U0449,S01246,2026-03-18,entry,5,post_session_survey,I liked how detailed the content was once I found it,i liked how detailed the content was once i found it,2,positive,0,0,0,1
F00265,U0208,S02107,2026-03-14,browse,1,post_session_survey,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00266,U0305,S01772,2026-03-08,application,5,post_session_survey,I liked how detailed the content was once I found it,i liked how detailed the content was once i found it,2,positive,0,0,0,1
F00267,U0410,S01669,2026-03-16,entry,1,in_app,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00268,U0610,S01681,2026-03-02,browse,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00269,U0760,S00870,2026-03-08,product_detail,5,in_app,The steps were clear and easy to follow,the steps were clear and easy to follow,2,positive,0,0,0,1
F00270,U0114,S00715,2026-03-05,browse,3,post_session_survey,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00271,U0130,S01940,2026-03-03,entry,3,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00272,U0271,S01942,2026-03-11,browse,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00273,U0414,S02081,2026-03-10,entry,2,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00274,U0414,S02194,2026-03-02,entry,4,post_session_survey,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00275,U0614,S01229,2026-03-12,product_detail,3,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00276,U0484,S01206,2026-03-14,entry,1,post_session_survey,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00277,U0428,S01912,2026-03-04,product_detail,1,in_app,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00278,U0674,S01556,2026-03-18,entry,4,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00279,U0610,S01681,2026-03-02,browse,1,post_session_survey,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00280,U0458,S01906,2026-03-14,entry,3,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00281,U0401,S02137,2026-03-16,entry,1,post_session_survey,It was hard to find the information I needed,it was hard to find the information i needed,-1,negative,1,0,0,0
F00282,U0310,S00818,2026-03-12,entry,3,post_session_survey,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00283,U0186,S00908,2026-03-06,browse,2,post_session_survey,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00284,U0761,S00232,2026-03-01,entry,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00285,U0634,S01389,2026-03-16,browse,4,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00286,U0224,S00084,2026-03-16,browse,3,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00287,U0073,S01122,2026-03-16,pricing,2,in_app,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00288,U0005,S01306,2026-03-07,entry,4,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00289,U0711,S00697,2026-03-16,entry,5,in_app,I liked how detailed the content was once I found it,i liked how detailed the content was once i found it,2,positive,0,0,0,1
F00290,U0630,S01418,2026-03-17,browse,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00291,U0317,S00070,2026-03-07,entry,2,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00292,U0466,S00087,2026-03-18,product_detail,2,post_session_survey,The app was slow and laggy on my phone,the app was slow and laggy on my phone,-3,negative,0,0,1,0
F00293,U0395,S01975,2026-03-07,browse,2,in_app,The app was slow and laggy on my phone,the app was slow and laggy on my phone,-3,negative,0,0,1,0
F00294,U0182,S00872,2026-03-19,entry,3,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00295,U0233,S00309,2026-03-20,product_detail,5,in_app,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00296,U0794,S01256,2026-03-03,entry,1,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00297,U0028,S01844,2026-03-01,entry,1,in_app,It was hard to find the information I needed,it was hard to find the information i needed,-1,negative,1,0,0,0
F00298,U0047,S00529,2026-03-18,entry,3,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00299,U0459,S01489,2026-03-20,pricing,2,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00300,U0424,S00210,2026-03-07,browse,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00301,U0702,S00124,2026-03-01,application,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00302,U0039,S01278,2026-03-08,entry,1,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00303,U0242,S01301,2026-03-14,product_detail,4,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00304,U0134,S01523,2026-03-07,product_detail,2,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00305,U0025,S01737,2026-03-13,entry,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00306,U0604,S02341,2026-03-16,browse,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00307,U0343,S01239,2026-03-07,entry,2,in_app,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00308,U0015,S00782,2026-03-01,entry,3,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00309,U0395,S01905,2026-03-12,entry,4,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00310,U0760,S00657,2026-03-04,browse,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00311,U0391,S01060,2026-03-04,application,3,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00312,U0405,S00192,2026-03-03,entry,2,in_app,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00313,U0487,S00057,2026-03-02,pricing,2,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00314,U0573,S02310,2026-03-06,pricing,3,post_session_survey,I had trouble locating cost information quickly,i had trouble locating cost information quickly,-1,negative,0,1,0,0
F00315,U0454,S02008,2026-03-20,application,1,post_session_survey,I had trouble locating cost information quickly,i had trouble locating cost information quickly,-1,negative,0,1,0,0
F00316,U0213,S01666,2026-03-15,pricing,4,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00317,U0707,S00987,2026-03-18,entry,4,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00318,U0357,S00424,2026-03-01,entry,4,post_session_survey,It was easy to move from product details to pricing,it was easy to move from product details to pricing,1,positive,0,1,0,0
F00319,U0493,S00382,2026-03-06,entry,4,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00320,U0223,S00611,2026-03-15,product_detail,3,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00321,U0761,S01320,2026-03-14,entry,5,post_session_survey,I could find the information I needed quickly,i could find the information i needed quickly,0,neutral,1,0,0,0
F00322,U0523,S01709,2026-03-16,entry,2,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00323,U0159,S01582,2026-03-20,entry,1,post_session_survey,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00324,U0053,S00680,2026-03-15,browse,2,post_session_survey,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00325,U0735,S02293,2026-03-09,entry,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00326,U0018,S01765,2026-03-17,product_detail,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00327,U0253,S01332,2026-03-02,entry,1,in_app,It was hard to find the information I needed,it was hard to find the information i needed,-1,negative,1,0,0,0
F00328,U0431,S01464,2026-03-16,product_detail,4,post_session_survey,I liked how detailed the content was once I found it,i liked how detailed the content was once i found it,2,positive,0,0,0,1
F00329,U0719,S01015,2026-03-02,application,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00330,U0453,S00604,2026-03-07,entry,1,post_session_survey,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00331,U0325,S00860,2026-03-13,entry,2,in_app,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00332,U0655,S01812,2026-03-06,application,2,post_session_survey,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00333,U0203,S00035,2026-03-11,entry,1,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00334,U0079,S00283,2026-03-20,entry,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00335,U0273,S00110,2026-03-08,entry,4,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00336,U0629,S00095,2026-03-14,browse,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00337,U0568,S02054,2026-03-16,entry,1,post_session_survey,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00338,U0571,S01685,2026-03-10,entry,4,in_app,I could find the information I needed quickly,i could find the information i needed quickly,0,neutral,1,0,0,0
F00339,U0654,S01141,2026-03-17,browse,3,post_session_survey,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00340,U0210,S00241,2026-03-14,pricing,3,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00341,U0231,S01184,2026-03-04,product_detail,2,in_app,It was hard to find the information I needed,it was hard to find the information i needed,-1,negative,1,0,0,0
F00342,U0088,S01140,2026-03-12,entry,1,in_app,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00343,U0357,S00424,2026-03-01,entry,1,in_app,The app was slow and laggy on my phone,the app was slow and laggy on my phone,-3,negative,0,0,1,0
F00344,U0317,S01048,2026-03-13,product_detail,2,post_session_survey,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00345,U0114,S00960,2026-03-18,browse,3,in_app,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00346,U0722,S01473,2026-03-20,product_detail,2,in_app,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00347,U0208,S01517,2026-03-13,entry,2,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00348,U0662,S00109,2026-03-11,product_detail,1,in_app,The pricing page was not easy to discover,the pricing page was not easy to discover,1,positive,0,1,0,0
F00349,U0532,S00905,2026-03-02,pricing,4,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00350,U0112,S01496,2026-03-17,pricing,1,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00351,U0458,S01210,2026-03-20,entry,4,in_app,The layout was easy to use,the layout was easy to use,1,positive,1,0,0,0
F00352,U0732,S02056,2026-03-09,product_detail,3,in_app,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00353,U0650,S01578,2026-03-18,browse,1,post_session_survey,It was hard to find the information I needed,it was hard to find the information i needed,-1,negative,1,0,0,0
F00354,U0672,S00399,2026-03-18,entry,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00355,U0336,S00172,2026-03-20,product_detail,1,in_app,The pricing page was not easy to discover,the pricing page was not easy to discover,1,positive,0,1,0,0
F00356,U0742,S01537,2026-03-02,application,3,post_session_survey,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00357,U0058,S00061,2026-03-07,browse,2,post_session_survey,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00358,U0309,S01405,2026-03-19,product_detail,1,post_session_survey,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00359,U0592,S02259,2026-03-15,entry,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00360,U0287,S01382,2026-03-17,product_detail,5,post_session_survey,It was easy to move from product details to pricing,it was easy to move from product details to pricing,1,positive,0,1,0,0
F00361,U0083,S00937,2026-03-17,pricing,5,in_app,The 3D model was realistic and useful,the 3d model was realistic and useful,2,positive,0,0,0,1
F00362,U0522,S01539,2026-03-06,entry,1,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00363,U0507,S01102,2026-03-10,entry,1,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00364,U0174,S01312,2026-03-05,entry,2,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00365,U0737,S02262,2026-03-10,browse,4,in_app,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00366,U0513,S00932,2026-03-20,entry,1,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00367,U0011,S02307,2026-03-18,entry,5,post_session_survey,The steps were clear and easy to follow,the steps were clear and easy to follow,2,positive,0,0,0,1
F00368,U0733,S02176,2026-03-15,product_detail,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00369,U0001,S00479,2026-03-06,entry,2,post_session_survey,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00370,U0420,S00169,2026-03-18,product_detail,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00371,U0349,S00248,2026-03-15,browse,2,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00372,U0191,S00043,2026-03-05,entry,1,post_session_survey,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00373,U0515,S00233,2026-03-08,entry,1,post_session_survey,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00374,U0661,S01638,2026-03-14,entry,1,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00375,U0144,S00173,2026-03-17,entry,2,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00376,U0080,S00774,2026-03-12,entry,2,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00377,U0612,S02026,2026-03-07,entry,2,post_session_survey,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00378,U0424,S00053,2026-03-06,product_detail,5,in_app,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00379,U0792,S01954,2026-03-11,browse,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00380,U0622,S00685,2026-03-20,entry,3,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00381,U0442,S00287,2026-03-12,browse,2,post_session_survey,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00382,U0544,S01668,2026-03-15,entry,1,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00383,U0623,S01504,2026-03-18,entry,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00384,U0208,S02107,2026-03-14,browse,4,in_app,The 3D model was realistic and useful,the 3d model was realistic and useful,2,positive,0,0,0,1
F00385,U0673,S01757,2026-03-11,browse,4,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00386,U0796,S01924,2026-03-11,product_detail,2,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00387,U0622,S00685,2026-03-20,entry,4,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00388,U0090,S00435,2026-03-17,entry,4,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
