session_id,user_id,user_type,device_type,region,num_events,session_start_time,session_end_time,session_length_sec,viewed_3d_flag,viewed_specs_flag,viewed_pricing_flag,application_intent_flag,dropoff_stage
S00535,U0262,returning,mobile,East,4,2026-03-16 16:54:17,2026-03-16 16:55:46,89,0,0,0,0,browse
S00536,U0762,returning,desktop,North,4,2026-03-17 10:39:21,2026-03-17 10:41:00,98,0,0,0,0,browse
S00537,U0150,returning,mobile,East,4,2026-03-03 13:43:01,2026-03-03 13:43:35,34,0,0,0,0,browse
S00538,U0012,new,mobile,North,7,2026-03-13 09:29:25,2026-03-13 09:32:52,207,1,1,0,0,product_detail
S00539,U0087,new,mobile,South,6,2026-03-10 11:51:07,2026-03-10 11:53:36,148,0,1,0,0,product_detail
S00540,U0661,new,mobile,West,3,2026-03-12 17:14:04,2026-03-12 17:14:36,32,0,0,0,0,entry
S00541,U0599,new,mobile,West,3,2026-03-03 02:00:50,2026-03-03 02:01:14,24,0,0,0,0,entry
S00542,U0305,new,desktop,South,7,2026-03-08 13:41:21,2026-03-08 13:44:13,171,0,1,1,0,pricing
S00543,U0549,returning,mobile,East,7,2026-03-03 08:52:10,2026-03-03 08:54:15,124,0,1,1,0,pricing
S00544,U0231,returning,mobile,West,4,2026-03-01 13:09:24,2026-03-01 13:10:44,80,0,0,0,0,browse
S00545,U0589,new,desktop,South,3,2026-03-18 23:21:59,2026-03-18 23:22:55,56,0,0,0,0,entry
S00546,U0466,returning,mobile,East,5,2026-03-14 09:30:39,2026-03-14 09:32:28,109,0,0,0,0,product_detail
S00547,U0298,new,desktop,East,4,2026-03-06 15:03:56,2026-03-06 15:05:24,88,0,0,0,0,browse
S00548,U0405,returning,mobile,South,3,2026-03-16 13:06:21,2026-03-16 13:07:21,59,0,0,0,0,entry
S00549,U0263,returning,mobile,West,7,2026-03-18 21:33:35,2026-03-18 21:36:46,190,1,0,1,0,pricing
S00550,U0559,returning,desktop,South,5,2026-03-18 02:32:17,2026-03-18 02:33:20,62,0,0,0,0,product_detail
S00551,U0345,new,mobile,North,7,2026-03-03 11:16:29,2026-03-03 11:19:02,153,1,1,0,0,product_detail
S00552,U0325,new,mobile,South,3,2026-03-07 08:49:54,2026-03-07 08:51:06,72,0,0,0,0,entry
S00553,U0780,returning,mobile,East,6,2026-03-08 14:34:16,2026-03-08 14:37:19,183,1,0,0,0,product_detail
S00554,U0573,new,mobile,South,5,2026-03-09 10:40:50,2026-03-09 10:42:47,116,0,0,0,0,product_detail
S00555,U0485,new,desktop,North,4,2026-03-15 21:57:47,2026-03-15 21:58:49,62,0,0,0,0,browse
S00556,U0726,new,desktop,East,3,2026-03-03 20:39:33,2026-03-03 20:40:15,41,0,0,0,0,entry
S00557,U0410,new,mobile,West,6,2026-03-05 10:37:52,2026-03-05 10:40:06,133,1,0,0,0,product_detail
S00558,U0558,new,mobile,South,4,2026-03-04 08:18:48,2026-03-04 08:20:27,98,0,0,0,0,browse
S00559,U0689,new,mobile,West,3,2026-03-12 19:30:21,2026-03-12 19:31:43,81,0,0,0,0,entry
S00560,U0129,returning,desktop,East,4,2026-03-05 04:54:59,2026-03-05 04:56:27,88,0,0,0,0,browse
S00561,U0068,new,mobile,West,5,2026-03-04 09:43:43,2026-03-04 09:45:37,113,0,0,0,0,product_detail
S00562,U0302,new,desktop,South,6,2026-03-09 17:09:19,2026-03-09 17:10:54,95,0,1,0,0,product_detail
S00563,U0294,returning,mobile,South,4,2026-03-13 06:26:20,2026-03-13 06:28:10,110,0,0,0,0,browse
S00564,U0396,new,mobile,South,5,2026-03-11 02:07:20,2026-03-11 02:08:50,89,0,0,0,0,product_detail
S00565,U0599,new,mobile,West,3,2026-03-01 17:58:39,2026-03-01 17:59:19,39,0,0,0,0,entry
S00566,U0471,returning,desktop,South,7,2026-03-07 16:06:48,2026-03-07 16:09:33,165,1,0,0,1,application
S00567,U0643,returning,desktop,North,8,2026-03-14 08:14:19,2026-03-14 08:17:23,184,1,1,1,0,pricing
S00568,U0684,new,desktop,West,4,2026-03-20 23:12:20,2026-03-20 23:13:36,76,0,0,0,0,browse
S00569,U0664,new,mobile,South,4,2026-03-11 07:40:14,2026-03-11 07:41:28,74,0,0,0,0,browse
S00570,U0616,returning,desktop,South,3,2026-03-01 18:46:32,2026-03-01 18:47:24,51,0,0,0,0,entry
S00571,U0739,returning,mobile,West,3,2026-03-20 19:46:43,2026-03-20 19:47:24,41,0,0,0,0,entry
S00572,U0056,returning,mobile,East,3,2026-03-19 19:50:17,2026-03-19 19:50:53,36,0,0,0,0,entry
S00573,U0702,new,desktop,South,8,2026-03-17 17:26:57,2026-03-17 17:30:30,212,1,0,1,1,application
S00574,U0592,new,mobile,East,3,2026-03-20 17:54:55,2026-03-20 17:55:19,23,0,0,0,0,entry
S00575,U0187,new,desktop,North,3,2026-03-09 12:21:53,2026-03-09 12:22:52,59,0,0,0,0,entry
S00576,U0126,returning,mobile,North,3,2026-03-14 01:51:19,2026-03-14 01:51:57,38,0,0,0,0,entry
S00577,U0273,returning,mobile,West,4,2026-03-08 00:32:55,2026-03-08 00:34:32,96,0,0,0,0,browse
S00578,U0344,returning,mobile,East,7,2026-03-04 06:59:10,2026-03-04 07:01:17,126,1,1,0,0,product_detail
S00579,U0770,returning,mobile,East,3,2026-03-04 13:11:34,2026-03-04 13:12:17,43,0,0,0,0,entry
S00580,U0444,returning,desktop,West,4,2026-03-12 21:07:49,2026-03-12 21:09:26,96,0,0,0,0,browse
S00581,U0760,new,desktop,East,8,2026-03-16 05:43:38,2026-03-16 05:46:38,179,1,0,1,1,application
S00582,U0700,new,mobile,West,5,2026-03-19 04:47:29,2026-03-19 04:49:25,116,0,0,0,0,product_detail
S00583,U0214,new,desktop,East,7,2026-03-15 03:00:49,2026-03-15 03:02:53,123,1,1,0,0,product_detail
S00584,U0622,new,desktop,North,3,2026-03-10 15:41:10,2026-03-10 15:41:58,47,0,0,0,0,entry
S00585,U0688,returning,mobile,North,6,2026-03-13 00:11:32,2026-03-13 00:13:43,131,0,1,0,0,product_detail
S00586,U0503,new,mobile,East,3,2026-03-04 04:04:35,2026-03-04 04:05:50,75,0,0,0,0,entry
S00587,U0455,new,desktop,South,3,2026-03-17 13:36:55,2026-03-17 13:37:08,13,0,0,0,0,entry
S00588,U0687,returning,desktop,South,4,2026-03-16 04:46:33,2026-03-16 04:47:22,48,0,0,0,0,browse
S00589,U0175,new,mobile,East,3,2026-03-11 17:04:03,2026-03-11 17:04:40,37,0,0,0,0,entry
S00590,U0723,returning,desktop,North,4,2026-03-05 21:51:32,2026-03-05 21:52:52,80,0,0,0,0,browse
S00591,U0038,new,mobile,West,7,2026-03-07 15:37:40,2026-03-07 15:39:57,136,1,1,0,0,product_detail
S00592,U0626,returning,desktop,South,8,2026-03-05 00:25:31,2026-03-05 00:28:48,197,1,1,1,0,pricing
S00593,U0720,new,mobile,South,8,2026-03-18 01:56:01,2026-03-18 01:58:07,126,1,1,1,0,pricing
S00594,U0399,new,mobile,South,4,2026-03-13 14:35:53,2026-03-13 14:36:33,39,0,0,0,0,browse
S00595,U0434,new,mobile,East,3,2026-03-20 20:00:01,2026-03-20 20:00:43,41,0,0,0,0,entry
S00596,U0800,returning,desktop,East,3,2026-03-12 14:16:50,2026-03-12 14:17:16,25,0,0,0,0,entry
S00597,U0323,new,mobile,North,3,2026-03-03 04:02:20,2026-03-03 04:02:40,20,0,0,0,0,entry
S00598,U0318,new,mobile,South,4,2026-03-09 22:07:12,2026-03-09 22:08:15,62,0,0,0,0,browse
S00599,U0543,returning,mobile,South,3,2026-03-16 13:44:42,2026-03-16 13:45:03,21,0,0,0,0,entry
S00600,U0627,new,mobile,West,3,2026-03-14 16:08:27,2026-03-14 16:09:14,46,0,0,0,0,entry
S00601,U0215,new,mobile,South,3,2026-03-04 23:36:17,2026-03-04 23:37:15,58,0,0,0,0,entry
S00602,U0458,returning,mobile,West,7,2026-03-16 05:52:59,2026-03-16 05:55:23,144,1,1,0,0,product_detail
S00603,U0098,returning,desktop,West,8,2026-03-04 09:33:48,2026-03-04 09:36:41,173,1,1,1,0,pricing
S00604,U0453,new,mobile,South,3,2026-03-07 17:20:43,2026-03-07 17:21:37,54,0,0,0,0,entry
S00605,U0766,new,mobile,South,3,2026-03-14 10:22:36,2026-03-14 10:24:00,83,0,0,0,0,entry
S00606,U0481,returning,mobile,South,4,2026-03-07 21:58:42,2026-03-07 21:59:27,44,0,0,0,0,browse
S00607,U0238,returning,mobile,South,7,2026-03-15 17:33:37,2026-03-15 17:36:12,154,0,1,1,0,pricing
S00608,U0432,returning,mobile,North,3,2026-03-13 00:17:34,2026-03-13 00:18:13,38,0,0,0,0,entry
S00609,U0189,returning,mobile,East,8,2026-03-13 03:01:40,2026-03-13 03:04:46,186,0,1,1,1,application
S00610,U0056,returning,mobile,East,8,2026-03-10 09:20:58,2026-03-10 09:24:10,191,1,1,1,0,pricing
S00611,U0223,new,mobile,South,5,2026-03-15 06:09:50,2026-03-15 06:10:39,48,0,0,0,0,product_detail
S00612,U0622,new,desktop,North,6,2026-03-02 11:13:32,2026-03-02 11:16:19,167,0,1,0,0,product_detail
S00613,U0021,returning,mobile,North,5,2026-03-11 06:45:01,2026-03-11 06:47:01,119,0,0,0,0,product_detail
S00614,U0304,new,desktop,South,7,2026-03-15 22:52:24,2026-03-15 22:54:15,111,0,1,1,0,pricing
S00615,U0323,new,mobile,North,3,2026-03-20 14:43:44,2026-03-20 14:44:35,51,0,0,0,0,entry
S00616,U0168,new,mobile,East,3,2026-03-10 11:37:03,2026-03-10 11:38:28,85,0,0,0,0,entry
S00617,U0009,new,desktop,West,3,2026-03-17 12:44:37,2026-03-17 12:45:30,52,0,0,0,0,entry
S00618,U0316,new,desktop,North,7,2026-03-17 23:00:29,2026-03-17 23:02:25,115,0,1,1,0,pricing
S00619,U0761,new,desktop,East,4,2026-03-12 00:06:29,2026-03-12 00:08:01,92,0,0,0,0,browse
S00620,U0453,new,mobile,South,3,2026-03-17 04:01:10,2026-03-17 04:01:36,25,0,0,0,0,entry
S00621,U0632,returning,mobile,East,6,2026-03-18 04:22:55,2026-03-18 04:24:26,90,0,1,0,0,product_detail
S00622,U0673,new,mobile,South,6,2026-03-13 13:18:14,2026-03-13 13:19:48,93,1,0,0,0,product_detail
S00623,U0145,new,desktop,North,3,2026-03-19 17:23:26,2026-03-19 17:23:56,29,0,0,0,0,entry
S00624,U0307,new,mobile,North,8,2026-03-07 14:26:24,2026-03-07 14:29:36,192,1,1,1,0,pricing
S00625,U0341,returning,mobile,South,8,2026-03-13 09:33:07,2026-03-13 09:35:51,163,1,1,1,0,pricing
S00626,U0503,new,mobile,East,3,2026-03-19 18:29:48,2026-03-19 18:30:38,50,0,0,0,0,entry
S00627,U0779,returning,mobile,East,6,2026-03-06 13:03:18,2026-03-06 13:04:27,68,0,1,0,0,product_detail
S00628,U0502,new,desktop,North,3,2026-03-12 10:49:22,2026-03-12 10:50:17,54,0,0,0,0,entry
S00629,U0411,new,desktop,North,4,2026-03-05 08:15:08,2026-03-05 08:16:38,89,0,0,0,0,browse
S00630,U0406,new,mobile,South,3,2026-03-06 10:47:22,2026-03-06 10:48:05,43,0,0,0,0,entry
S00631,U0503,new,mobile,East,4,2026-03-18 11:35:53,2026-03-18 11:36:46,52,0,0,0,0,browse
S00632,U0173,returning,mobile,North,4,2026-03-10 01:10:35,2026-03-10 01:11:29,53,0,0,0,0,browse
S00633,U0460,new,mobile,West,3,2026-03-06 10:00:52,2026-03-06 10:01:35,43,0,0,0,0,entry
S00634,U0352,returning,mobile,West,7,2026-03-02 16:09:09,2026-03-02 16:11:39,150,1,0,0,1,application
S00635,U0053,new,mobile,South,3,2026-03-01 04:38:32,2026-03-01 04:39:15,43,0,0,0,0,entry
S00636,U0578,new,mobile,North,3,2026-03-14 16:26:28,2026-03-14 16:27:34,66,0,0,0,0,entry
S00637,U0424,new,mobile,North,4,2026-03-12 06:15:24,2026-03-12 06:17:07,102,0,0,0,0,browse
S00638,U0674,new,mobile,West,3,2026-03-18 18:41:26,2026-03-18 18:42:23,57,0,0,0,0,entry
S00639,U0143,returning,mobile,North,7,2026-03-01 03:42:55,2026-03-01 03:45:36,161,1,1,0,0,product_detail
S00640,U0645,returning,mobile,North,6,2026-03-09 03:09:42,2026-03-09 03:11:04,82,1,0,0,0,product_detail
S00641,U0001,new,desktop,South,4,2026-03-06 18:44:33,2026-03-06 18:45:45,72,0,0,0,0,browse
S00642,U0514,new,desktop,West,4,2026-03-18 06:34:03,2026-03-18 06:34:39,36,0,0,0,0,browse
S00643,U0750,new,mobile,East,6,2026-03-13 14:46:54,2026-03-13 14:49:14,140,0,1,0,0,product_detail
S00644,U0031,returning,desktop,North,6,2026-03-13 06:25:58,2026-03-13 06:28:12,133,1,0,0,0,product_detail
S00645,U0524,new,mobile,East,3,2026-03-02 12:16:56,2026-03-02 12:17:39,43,0,0,0,0,entry
S00646,U0591,new,mobile,East,6,2026-03-08 01:54:48,2026-03-08 01:56:49,120,1,0,0,0,product_detail
S00647,U0181,returning,mobile,East,4,2026-03-07 14:25:32,2026-03-07 14:26:14,42,0,0,0,0,browse
S00648,U0287,new,desktop,West,6,2026-03-19 22:20:46,2026-03-19 22:22:14,88,0,0,1,0,pricing
S00649,U0245,new,mobile,North,4,2026-03-12 07:29:48,2026-03-12 07:30:53,65,0,0,0,0,browse
S00650,U0323,new,mobile,North,3,2026-03-09 16:43:03,2026-03-09 16:43:52,48,0,0,0,0,entry
S00651,U0070,returning,mobile,South,7,2026-03-12 05:55:08,2026-03-12 05:57:07,118,0,1,0,1,application
S00652,U0402,new,mobile,East,3,2026-03-06 05:15:31,2026-03-06 05:16:08,37,0,0,0,0,entry
S00653,U0082,returning,desktop,South,4,2026-03-18 06:16:45,2026-03-18 06:17:59,74,0,0,0,0,browse
S00654,U0296,returning,mobile,South,3,2026-03-02 04:30:56,2026-03-02 04:31:39,42,0,0,0,0,entry
S00655,U0149,new,mobile,West,4,2026-03-01 18:06:23,2026-03-01 18:08:03,99,0,0,0,0,browse
S00656,U0726,new,desktop,East,8,2026-03-07 01:32:58,2026-03-07 01:34:25,87,0,1,1,1,application
S00657,U0760,new,desktop,East,4,2026-03-04 04:08:49,2026-03-04 04:10:01,71,0,0,0,0,browse
S00658,U0295,returning,mobile,South,3,2026-03-16 15:33:22,2026-03-16 15:34:12,50,0,0,0,0,entry
S00659,U0028,new,mobile,East,6,2026-03-07 06:46:26,2026-03-07 06:47:48,81,1,0,0,0,product_detail
S00660,U0364,returning,mobile,East,4,2026-03-20 15:27:02,2026-03-20 15:27:48,45,0,0,0,0,browse
S00661,U0155,new,mobile,West,3,2026-03-02 00:52:20,2026-03-02 00:53:00,40,0,0,0,0,entry
S00662,U0637,new,mobile,East,3,2026-03-14 22:18:42,2026-03-14 22:19:42,59,0,0,0,0,entry
S00663,U0799,returning,mobile,North,7,2026-03-01 17:10:28,2026-03-01 17:12:40,132,0,1,1,0,pricing
S00664,U0737,returning,mobile,North,7,2026-03-07 19:01:37,2026-03-07 19:04:37,180,1,0,1,0,pricing
S00665,U0571,new,mobile,North,6,2026-03-16 17:04:01,2026-03-16 17:06:41,160,1,0,0,0,product_detail
S00666,U0160,new,mobile,East,6,2026-03-03 03:06:05,2026-03-03 03:07:52,107,1,0,0,0,product_detail
S00667,U0652,new,mobile,East,7,2026-03-20 08:24:05,2026-03-20 08:26:56,171,0,1,1,0,pricing
S00668,U0554,new,desktop,South,9,2026-03-12 15:26:11,2026-03-12 15:30:19,247,1,1,1,1,application
S00669,U0230,new,desktop,South,6,2026-03-01 15:10:58,2026-03-01 15:12:48,110,1,0,0,0,product_detail
S00670,U0219,returning,mobile,East,7,2026-03-20 15:04:30,2026-03-20 15:07:20,170,1,1,0,0,product_detail
S00671,U0034,new,mobile,West,4,2026-03-07 00:23:13,2026-03-07 00:24:31,77,0,0,0,0,browse
S00672,U0070,returning,mobile,South,3,2026-03-19 13:05:28,2026-03-19 13:06:26,57,0,0,0,0,entry
S00673,U0272,returning,mobile,South,6,2026-03-09 14:41:19,2026-03-09 14:43:13,113,0,1,0,0,product_detail
S00674,U0727,new,mobile,West,6,2026-03-15 08:36:36,2026-03-15 08:38:40,123,0,1,0,0,product_detail
S00675,U0431,new,mobile,North,3,2026-03-05 13:39:14,2026-03-05 13:40:27,73,0,0,0,0,entry
S00676,U0081,new,desktop,South,3,2026-03-05 06:16:09,2026-03-05 06:16:50,40,0,0,0,0,entry
S00677,U0785,returning,desktop,North,8,2026-03-02 08:43:12,2026-03-02 08:45:50,157,1,0,1,1,application
S00678,U0150,returning,mobile,East,7,2026-03-15 21:45:33,2026-03-15 21:47:12,99,1,1,0,0,product_detail
S00679,U0285,returning,mobile,North,8,2026-03-04 14:02:54,2026-03-04 14:05:38,163,1,1,1,0,pricing
S00680,U0053,new,mobile,South,4,2026-03-15 05:22:46,2026-03-15 05:23:44,58,0,0,0,0,browse
S00681,U0015,new,mobile,East,5,2026-03-04 07:29:19,2026-03-04 07:31:23,124,0,0,0,0,product_detail
S00682,U0756,new,mobile,South,6,2026-03-08 16:49:51,2026-03-08 16:52:12,140,0,1,0,0,product_detail
S00683,U0325,new,mobile,South,6,2026-03-20 18:27:14,2026-03-20 18:28:54,100,1,0,0,0,product_detail
S00684,U0254,returning,mobile,South,8,2026-03-18 16:34:29,2026-03-18 16:37:25,176,1,0,1,1,application
S00685,U0622,new,desktop,North,3,2026-03-20 15:09:51,2026-03-20 15:10:52,60,0,0,0,0,entry
S00686,U0372,new,mobile,North,6,2026-03-14 17:27:24,2026-03-14 17:28:55,91,0,1,0,0,product_detail
S00687,U0684,new,desktop,West,3,2026-03-09 10:01:53,2026-03-09 10:02:31,37,0,0,0,0,entry
S00688,U0525,new,mobile,West,3,2026-03-03 03:41:11,2026-03-03 03:42:20,68,0,0,0,0,entry
S00689,U0065,returning,desktop,South,6,2026-03-01 06:38:18,2026-03-01 06:39:48,89,0,1,0,0,product_detail
S00690,U0446,new,desktop,North,6,2026-03-20 02:28:20,2026-03-20 02:29:41,81,0,1,0,0,product_detail
S00691,U0015,new,mobile,East,4,2026-03-05 00:53:56,2026-03-05 00:55:29,93,0,0,0,0,browse
S00692,U0310,returning,mobile,West,3,2026-03-14 06:04:55,2026-03-14 06:05:33,37,0,0,0,0,entry
S00693,U0370,returning,desktop,West,5,2026-03-20 03:28:06,2026-03-20 03:30:03,117,0,0,0,0,product_detail
S00694,U0266,returning,desktop,South,7,2026-03-02 18:56:19,2026-03-02 18:57:46,86,1,1,0,0,product_detail
S00695,U0477,returning,mobile,West,6,2026-03-09 07:07:03,2026-03-09 07:08:46,103,0,1,0,0,product_detail
S00696,U0247,returning,mobile,South,5,2026-03-09 04:52:13,2026-03-09 04:54:17,123,0,0,0,0,product_detail
S00697,U0711,new,desktop,West,3,2026-03-16 20:46:12,2026-03-16 20:47:08,56,0,0,0,0,entry
S00698,U0446,new,desktop,North,6,2026-03-04 19:31:10,2026-03-04 19:32:25,75,1,0,0,0,product_detail
S00699,U0697,returning,mobile,West,4,2026-03-17 22:08:47,2026-03-17 22:10:24,96,0,0,0,0,browse
S00700,U0558,new,mobile,South,5,2026-03-08 05:14:54,2026-03-08 05:15:59,65,0,0,0,0,product_detail
S00701,U0712,new,mobile,West,3,2026-03-14 08:12:06,2026-03-14 08:12:54,47,0,0,0,0,entry
S00702,U0687,returning,desktop,South,4,2026-03-09 18:11:53,2026-03-09 18:12:37,44,0,0,0,0,browse
S00703,U0387,returning,mobile,West,6,2026-03-20 23:57:17,2026-03-20 23:59:43,146,0,1,0,0,product_detail
S00704,U0347,returning,mobile,South,6,2026-03-06 00:33:31,2026-03-06 00:35:34,123,0,0,1,0,pricing
S00705,U0343,new,mobile,West,6,2026-03-08 11:37:43,2026-03-08 11:39:50,126,0,0,1,0,pricing
S00706,U0636,returning,desktop,West,4,2026-03-14 04:58:34,2026-03-14 04:59:44,70,0,0,0,0,browse
S00707,U0138,new,desktop,North,5,2026-03-09 23:11:31,2026-03-09 23:12:44,73,0,0,0,0,product_detail
S00708,U0199,new,mobile,East,3,2026-03-12 06:54:57,2026-03-12 06:55:35,38,0,0,0,0,entry
S00709,U0652,new,mobile,East,4,2026-03-14 16:41:50,2026-03-14 16:42:20,29,0,0,0,0,browse
S00710,U0449,new,desktop,East,4,2026-03-17 05:13:13,2026-03-17 05:14:47,93,0,0,0,0,browse
S00711,U0532,returning,mobile,South,6,2026-03-06 12:32:08,2026-03-06 12:34:29,140,0,1,0,0,product_detail
S00712,U0084,new,mobile,East,6,2026-03-17 16:14:45,2026-03-17 16:17:15,149,0,1,0,0,product_detail
S00713,U0535,new,desktop,East,3,2026-03-10 13:59:24,2026-03-10 14:00:06,41,0,0,0,0,entry
S00714,U0443,new,mobile,North,6,2026-03-13 13:04:04,2026-03-13 13:06:23,139,1,0,0,0,product_detail
S00715,U0114,new,desktop,East,4,2026-03-05 01:22:49,2026-03-05 01:23:34,44,0,0,0,0,browse
S00716,U0656,returning,desktop,North,4,2026-03-11 06:38:01,2026-03-11 06:38:57,55,0,0,0,0,browse
S00717,U0401,new,mobile,East,3,2026-03-04 14:08:43,2026-03-04 14:09:45,62,0,0,0,0,entry
S00718,U0659,new,mobile,South,4,2026-03-18 15:34:05,2026-03-18 15:34:50,44,0,0,0,0,browse
S00719,U0633,new,desktop,South,5,2026-03-10 15:28:33,2026-03-10 15:30:34,120,0,0,0,0,product_detail
S00720,U0093,new,mobile,East,4,2026-03-01 07:12:08,2026-03-01 07:14:09,121,0,0,0,0,browse
S00721,U0772,returning,desktop,North,5,2026-03-03 17:32:49,2026-03-03 17:34:25,96,0,0,0,0,product_detail
S00722,U0070,returning,mobile,South,5,2026-03-15 03:26:02,2026-03-15 03:27:12,69,0,0,0,0,product_detail
S00723,U0025,new,mobile,East,6,2026-03-14 00:01:44,2026-03-14 00:04:13,148,1,0,0,0,product_detail
S00724,U0519,new,desktop,West,4,2026-03-14 21:13:39,2026-03-14 21:15:01,81,0,0,0,0,browse
S00725,U0219,returning,mobile,East,6,2026-03-07 16:26:25,2026-03-07 16:29:01,155,1,0,0,0,product_detail
S00726,U0509,new,desktop,South,8,2026-03-10 14:33:57,2026-03-10 14:36:15,138,1,0,1,1,application
S00727,U0107,new,mobile,North,3,2026-03-20 20:09:42,2026-03-20 20:10:28,45,0,0,0,0,entry
S00728,U0599,new,mobile,West,7,2026-03-12 22:23:20,2026-03-12 22:25:19,118,1,0,1,0,pricing
S00729,U0784,returning,mobile,East,3,2026-03-18 16:33:23,2026-03-18 16:34:35,72,0,0,0,0,entry
S00730,U0265,returning,mobile,North,7,2026-03-03 04:00:48,2026-03-03 04:03:35,166,1,0,0,1,application
S00731,U0031,returning,desktop,North,9,2026-03-20 22:16:38,2026-03-20 22:19:23,164,1,1,1,1,application
S00732,U0249,new,mobile,North,4,2026-03-14 19:16:32,2026-03-14 19:17:08,36,0,0,0,0,browse
S00733,U0345,new,mobile,North,4,2026-03-02 09:34:13,2026-03-02 09:35:11,58,0,0,0,0,browse
S00734,U0286,returning,mobile,South,3,2026-03-09 17:56:01,2026-03-09 17:56:38,37,0,0,0,0,entry
S00735,U0493,new,mobile,East,3,2026-03-20 23:43:37,2026-03-20 23:44:46,69,0,0,0,0,entry
S00736,U0754,new,mobile,South,3,2026-03-16 10:09:10,2026-03-16 10:09:26,16,0,0,0,0,entry
S00737,U0073,new,mobile,East,3,2026-03-10 00:58:39,2026-03-10 00:59:56,77,0,0,0,0,entry
S00738,U0389,returning,desktop,East,7,2026-03-05 07:26:59,2026-03-05 07:29:59,179,1,0,1,0,pricing
S00739,U0280,new,desktop,East,4,2026-03-19 04:18:05,2026-03-19 04:18:41,35,0,0,0,0,browse
S00740,U0641,returning,desktop,East,8,2026-03-02 04:55:25,2026-03-02 04:58:14,168,1,1,1,0,pricing
S00741,U0154,returning,mobile,West,8,2026-03-16 19:34:37,2026-03-16 19:37:23,166,1,1,1,0,pricing
S00742,U0493,new,mobile,East,3,2026-03-15 14:11:26,2026-03-15 14:11:48,22,0,0,0,0,entry
S00743,U0697,returning,mobile,West,4,2026-03-15 18:23:09,2026-03-15 18:24:38,89,0,0,0,0,browse
S00744,U0093,new,mobile,East,6,2026-03-10 03:18:46,2026-03-10 03:20:55,128,0,1,0,0,product_detail
S00745,U0134,returning,mobile,South,7,2026-03-17 10:29:43,2026-03-17 10:32:27,163,1,1,0,0,product_detail
S00746,U0425,new,mobile,West,3,2026-03-17 01:51:00,2026-03-17 01:52:06,66,0,0,0,0,entry
S00747,U0747,new,desktop,East,8,2026-03-15 09:53:51,2026-03-15 09:56:35,163,1,0,1,1,application
S00748,U0690,new,desktop,South,3,2026-03-16 13:10:24,2026-03-16 13:11:09,45,0,0,0,0,entry
S00749,U0761,new,desktop,East,4,2026-03-16 22:13:02,2026-03-16 22:14:26,83,0,0,0,0,browse
S00750,U0271,returning,mobile,North,7,2026-03-13 13:20:43,2026-03-13 13:22:56,133,1,0,1,0,pricing
S00751,U0767,returning,mobile,East,6,2026-03-16 21:47:54,2026-03-16 21:50:10,136,0,1,0,0,product_detail
S00752,U0612,new,mobile,East,8,2026-03-18 21:10:39,2026-03-18 21:13:43,184,0,1,1,1,application
S00753,U0285,returning,mobile,North,4,2026-03-20 01:14:08,2026-03-20 01:15:44,96,0,0,0,0,browse
S00754,U0779,returning,mobile,East,6,2026-03-05 03:01:27,2026-03-05 03:03:27,119,0,1,0,0,product_detail
S00755,U0188,returning,mobile,East,4,2026-03-18 23:36:59,2026-03-18 23:38:13,74,0,0,0,0,browse
S00756,U0190,returning,mobile,West,7,2026-03-16 21:14:08,2026-03-16 21:16:12,124,1,0,1,0,pricing
S00757,U0334,new,desktop,West,3,2026-03-10 00:31:14,2026-03-10 00:32:15,60,0,0,0,0,entry
S00758,U0252,returning,mobile,South,4,2026-03-12 06:09:36,2026-03-12 06:10:28,51,0,0,0,0,browse
S00759,U0648,new,desktop,West,3,2026-03-15 03:57:24,2026-03-15 03:58:48,84,0,0,0,0,entry
S00760,U0272,returning,mobile,South,7,2026-03-12 11:05:16,2026-03-12 11:07:47,151,1,0,1,0,pricing
S00761,U0646,new,desktop,North,6,2026-03-02 07:29:36,2026-03-02 07:31:12,96,0,1,0,0,product_detail
S00762,U0028,new,mobile,East,3,2026-03-12 02:33:16,2026-03-12 02:33:53,37,0,0,0,0,entry
S00763,U0342,returning,mobile,South,4,2026-03-19 21:45:58,2026-03-19 21:47:07,68,0,0,0,0,browse
S00764,U0712,new,mobile,West,3,2026-03-05 07:00:27,2026-03-05 07:01:35,67,0,0,0,0,entry
S00765,U0654,new,desktop,North,6,2026-03-01 02:44:44,2026-03-01 02:46:48,123,1,0,0,0,product_detail
S00766,U0717,new,mobile,North,5,2026-03-12 21:11:57,2026-03-12 21:13:32,94,0,0,0,0,product_detail
S00767,U0422,new,desktop,West,3,2026-03-11 10:08:57,2026-03-11 10:09:57,59,0,0,0,0,entry
S00768,U0703,new,desktop,East,3,2026-03-10 07:17:52,2026-03-10 07:18:02,9,0,0,0,0,entry
S00769,U0012,new,mobile,North,4,2026-03-05 20:10:01,2026-03-05 20:10:56,54,0,0,0,0,browse
S00770,U0728,new,mobile,East,3,2026-03-05 15:01:08,2026-03-05 15:01:17,8,0,0,0,0,entry
S00771,U0344,returning,mobile,East,5,2026-03-18 19:21:17,2026-03-18 19:22:43,86,0,0,0,0,product_detail
S00772,U0232,new,mobile,East,3,2026-03-03 11:49:54,2026-03-03 11:50:58,64,0,0,0,0,entry
S00773,U0658,new,mobile,South,5,2026-03-08 10:19:29,2026-03-08 10:20:20,51,0,0,0,0,product_detail
