feedback_id,user_id,session_id,feedback_date,journey_stage,rating,feedback_text,source
F00321,U0761,S01320,2026-03-14,entry,5,I could find the information I needed quickly,post_session_survey
F00322,U0523,S01709,2026-03-16,entry,2,The 3D view looked interesting but performance was poor,in_app
F00323,U0159,S01582,2026-03-20,entry,1,Loading felt too slow and made the experience frustrating,post_session_survey
F00324,U0053,S00680,2026-03-15,browse,2,The menu layout was not intuitive for a first-time user,post_session_survey
F00325,U0735,S02293,2026-03-09,entry,3,I found some information but did not continue further,in_app
F00326,U0018,S01765,2026-03-17,product_detail,3,The experience was okay overall,in_app
F00327,U0253,S01332,2026-03-02,entry,1,It was hard to find the information I needed,in_app
F00328,U0431,S01464,2026-03-16,product_detail,4,I liked how detailed the content was once I found it,post_session_survey
F00329,U0719,S01015,2026-03-02,application,3,I found some information but did not continue further,in_app
F00330,U0453,S00604,2026-03-07,entry,1,I kept clicking around and still could not find the pricing page,post_session_survey
F00331,U0325,S00860,2026-03-13,entry,2,The menu layout was not intuitive for a first-time user,in_app
F00332,U0655,S01812,2026-03-06,application,2,The page response time felt slow on mobile,post_session_survey
F00333,U0203,S00035,2026-03-11,entry,1,The page response time felt slow on mobile,in_app
F00334,U0079,S00283,2026-03-20,entry,3,I found some information but did not continue further,in_app
F00335,U0273,S00110,2026-03-08,entry,4,Some parts were useful but others were average,in_app
F00336,U0629,S00095,2026-03-14,browse,3,I found some information but did not continue further,in_app
F00337,U0568,S02054,2026-03-16,entry,1,There was too much lag during the early part of the session,post_session_survey
F00338,U0571,S01685,2026-03-10,entry,4,I could find the information I needed quickly,in_app
F00339,U0654,S01141,2026-03-17,browse,3,Pricing details were buried and took too many clicks to reach,post_session_survey
F00340,U0210,S00241,2026-03-14,pricing,3,The experience was okay overall,post_session_survey
F00341,U0231,S01184,2026-03-04,product_detail,2,It was hard to find the information I needed,in_app
F00342,U0088,S01140,2026-03-12,entry,1,Pricing details were buried and took too many clicks to reach,in_app
F00343,U0357,S00424,2026-03-01,entry,1,The app was slow and laggy on my phone,in_app
F00344,U0317,S01048,2026-03-13,product_detail,2,The journey felt unclear and I was not sure where to go next,post_session_survey
F00345,U0114,S00960,2026-03-18,browse,3,Pricing details were buried and took too many clicks to reach,in_app
F00346,U0722,S01473,2026-03-20,product_detail,2,Pricing details were buried and took too many clicks to reach,in_app
F00347,U0208,S01517,2026-03-13,entry,2,Loading felt too slow and made the experience frustrating,in_app
F00348,U0662,S00109,2026-03-11,product_detail,1,The pricing page was not easy to discover,in_app
F00349,U0532,S00905,2026-03-02,pricing,4,The experience was okay overall,post_session_survey
F00350,U0112,S01496,2026-03-17,pricing,1,The 3D view looked interesting but performance was poor,in_app
F00351,U0458,S01210,2026-03-20,entry,4,The layout was easy to use,in_app
F00352,U0732,S02056,2026-03-09,product_detail,3,It was hard to find pricing information,in_app
F00353,U0650,S01578,2026-03-18,browse,1,It was hard to find the information I needed,post_session_survey
F00354,U0672,S00399,2026-03-18,entry,3,I found some information but did not continue further,in_app
F00355,U0336,S00172,2026-03-20,product_detail,1,The pricing page was not easy to discover,in_app
F00356,U0742,S01537,2026-03-02,application,3,The app worked fine but did not stand out,post_session_survey
F00357,U0058,S00061,2026-03-07,browse,2,There was too much lag during the early part of the session,post_session_survey
F00358,U0309,S01405,2026-03-19,product_detail,1,The 3D view looked interesting but performance was poor,post_session_survey
F00359,U0592,S02259,2026-03-15,entry,3,Some parts were useful but others were average,in_app
F00360,U0287,S01382,2026-03-17,product_detail,5,It was easy to move from product details to pricing,post_session_survey
F00361,U0083,S00937,2026-03-17,pricing,5,The 3D model was realistic and useful,in_app
F00362,U0522,S01539,2026-03-06,entry,1,Loading felt too slow and made the experience frustrating,in_app
F00363,U0507,S01102,2026-03-10,entry,1,The page response time felt slow on mobile,in_app
F00364,U0174,S01312,2026-03-05,entry,2,I kept clicking around and still could not find the pricing page,in_app
F00365,U0737,S02262,2026-03-10,browse,4,The showroom experience felt interactive and fun,in_app
F00366,U0513,S00932,2026-03-20,entry,1,I kept clicking around and still could not find the pricing page,in_app
F00367,U0011,S02307,2026-03-18,entry,5,The steps were clear and easy to follow,post_session_survey
F00368,U0733,S02176,2026-03-15,product_detail,3,Some parts were useful but others were average,in_app
F00369,U0001,S00479,2026-03-06,entry,2,The 3D view looked interesting but performance was poor,post_session_survey
F00370,U0420,S00169,2026-03-18,product_detail,3,I found some information but did not continue further,in_app
F00371,U0349,S00248,2026-03-15,browse,2,The 3D view looked interesting but performance was poor,in_app
F00372,U0191,S00043,2026-03-05,entry,1,The journey felt unclear and I was not sure where to go next,post_session_survey
F00373,U0515,S00233,2026-03-08,entry,1,Navigation was confusing and I could not figure out the next step,post_session_survey
F00374,U0661,S01638,2026-03-14,entry,1,The page response time felt slow on mobile,in_app
F00375,U0144,S00173,2026-03-17,entry,2,Loading felt too slow and made the experience frustrating,in_app
F00376,U0080,S00774,2026-03-12,entry,2,Loading felt too slow and made the experience frustrating,in_app
F00377,U0612,S02026,2026-03-07,entry,2,The 3D view looked interesting but performance was poor,post_session_survey
F00378,U0424,S00053,2026-03-06,product_detail,5,I liked the spec panel and the experience felt engaging,in_app
F00379,U0792,S01954,2026-03-11,browse,3,The app worked fine but did not stand out,in_app
F00380,U0622,S00685,2026-03-20,entry,3,I found some information but did not continue further,post_session_survey
F00381,U0442,S00287,2026-03-12,browse,2,I kept clicking around and still could not find the pricing page,post_session_survey
F00382,U0544,S01668,2026-03-15,entry,1,I kept clicking around and still could not find the pricing page,in_app
F00383,U0623,S01504,2026-03-18,entry,3,Some parts were useful but others were average,post_session_survey
F00384,U0208,S02107,2026-03-14,browse,4,The 3D model was realistic and useful,in_app
F00385,U0673,S01757,2026-03-11,browse,4,I found some information but did not continue further,in_app
F00386,U0796,S01924,2026-03-11,product_detail,2,I kept clicking around and still could not find the pricing page,in_app
F00387,U0622,S00685,2026-03-20,entry,4,Some parts were useful but others were average,in_app
F00388,U0090,S00435,2026-03-17,entry,4,I looked through a few sections and then left,in_app
F00389,U0158,S01797,2026-03-13,application,1,Navigation was confusing and I could not figure out the next step,in_app
F00390,U0278,S01934,2026-03-04,product_detail,4,Some parts were useful but others were average,post_session_survey
F00391,U0503,S02377,2026-03-02,pricing,2,I kept clicking around and still could not find the pricing page,post_session_survey
F00392,U0472,S00998,2026-03-16,entry,2,I wanted to see pricing earlier in the journey,in_app
F00393,U0307,S00898,2026-03-20,entry,1,I kept clicking around and still could not find the pricing page,in_app
F00394,U0012,S01859,2026-03-17,pricing,2,It was hard to find the information I needed,in_app
F00395,U0610,S00825,2026-03-01,entry,1,The page response time felt slow on mobile,in_app
F00396,U0655,S02239,2026-03-10,pricing,1,The page response time felt slow on mobile,in_app
F00397,U0454,S02060,2026-03-02,entry,3,I looked through a few sections and then left,post_session_survey
F00398,U0463,S01039,2026-03-03,entry,4,The app worked fine but did not stand out,in_app
F00399,U0077,S01798,2026-03-06,browse,2,The 3D view looked interesting but performance was poor,post_session_survey
F00400,U0434,S01806,2026-03-08,entry,1,It was hard to find the information I needed,in_app
F00401,U0642,S00254,2026-03-16,browse,2,It was hard to find pricing information,in_app
F00402,U0481,S02170,2026-03-01,entry,1,Pricing details were buried and took too many clicks to reach,in_app
F00403,U0329,S01214,2026-03-15,entry,2,I kept clicking around and still could not find the pricing page,in_app
F00404,U0788,S01984,2026-03-03,product_detail,5,The product information was clear and easy to explore,post_session_survey
F00405,U0241,S00777,2026-03-18,entry,2,I had trouble locating cost information quickly,post_session_survey
F00406,U0371,S02151,2026-03-10,entry,4,I liked the spec panel and the experience felt engaging,in_app
F00407,U0486,S00940,2026-03-15,browse,4,The experience was okay overall,in_app
F00408,U0288,S00026,2026-03-01,product_detail,1,The journey felt unclear and I was not sure where to go next,post_session_survey
F00409,U0733,S02176,2026-03-15,product_detail,4,Navigation felt smooth and simple,post_session_survey
F00410,U0562,S00225,2026-03-06,product_detail,2,The 3D view looked interesting but performance was poor,in_app
F00411,U0651,S00776,2026-03-05,browse,1,Navigation was confusing and I could not figure out the next step,post_session_survey
F00412,U0679,S02281,2026-03-20,browse,1,The menu layout was not intuitive for a first-time user,post_session_survey
F00413,U0270,S02283,2026-03-14,pricing,2,The menu layout was not intuitive for a first-time user,in_app
F00414,U0406,S01377,2026-03-12,entry,1,The page response time felt slow on mobile,post_session_survey
F00415,U0174,S01510,2026-03-18,entry,3,The experience was okay overall,in_app
F00416,U0115,S01083,2026-03-11,entry,3,I found some information but did not continue further,in_app
F00417,U0443,S00714,2026-03-13,product_detail,2,I wanted to see pricing earlier in the journey,post_session_survey
F00418,U0557,S00797,2026-03-05,entry,3,The experience was okay overall,in_app
F00419,U0638,S01610,2026-03-20,entry,4,Some parts were useful but others were average,in_app
F00420,U0297,S01801,2026-03-08,entry,1,I kept clicking around and still could not find the pricing page,in_app
F00421,U0686,S01896,2026-03-02,browse,4,The showroom experience felt interactive and fun,in_app
F00422,U0488,S01893,2026-03-20,entry,5,The 3D model was realistic and useful,in_app
F00423,U0562,S00225,2026-03-06,product_detail,3,I wanted to see pricing earlier in the journey,in_app
F00424,U0277,S01191,2026-03-16,product_detail,3,Some parts were useful but others were average,in_app
F00425,U0466,S00140,2026-03-16,browse,2,The app was slow and laggy on my phone,post_session_survey
F00426,U0416,S01321,2026-03-13,product_detail,4,I found some information but did not continue further,in_app
F00427,U0789,S01066,2026-03-15,entry,2,It was hard to find pricing information,in_app
F00428,U0567,S02131,2026-03-07,browse,4,The steps were clear and easy to follow,in_app
F00429,U0655,S00847,2026-03-05,entry,1,The page response time felt slow on mobile,in_app
F00430,U0066,S00285,2026-03-02,entry,5,The showroom experience felt interactive and fun,in_app
F00431,U0270,S00349,2026-03-04,browse,3,The app worked fine but did not stand out,in_app
F00432,U0059,S01823,2026-03-14,browse,4,I liked the spec panel and the experience felt engaging,in_app
F00433,U0524,S01478,2026-03-17,browse,1,There was too much lag during the early part of the session,post_session_survey
F00434,U0668,S00249,2026-03-10,pricing,3,I found some information but did not continue further,post_session_survey
F00435,U0206,S00207,2026-03-14,product_detail,4,The experience was okay overall,in_app
F00436,U0322,S01679,2026-03-14,browse,1,It was hard to find pricing information,in_app
F00437,U0407,S00178,2026-03-14,product_detail,1,I wanted to see pricing earlier in the journey,in_app
F00438,U0581,S01973,2026-03-13,product_detail,3,The experience was okay overall,in_app
F00439,U0043,S01690,2026-03-08,entry,1,The journey felt unclear and I was not sure where to go next,in_app
F00440,U0007,S00200,2026-03-14,entry,3,I looked through a few sections and then left,in_app
F00441,U0734,S00209,2026-03-06,entry,3,I looked through a few sections and then left,in_app
F00442,U0736,S02367,2026-03-04,entry,3,I looked through a few sections and then left,post_session_survey
F00443,U0498,S00904,2026-03-13,browse,4,The 3D model was realistic and useful,post_session_survey
F00444,U0615,S00895,2026-03-17,product_detail,5,The showroom experience felt interactive and fun,in_app
F00445,U0453,S01949,2026-03-19,browse,3,The experience was okay overall,in_app
F00446,U0152,S02276,2026-03-19,product_detail,3,The experience was okay overall,post_session_survey
F00447,U0568,S02366,2026-03-07,entry,1,The pricing page was not easy to discover,in_app
F00448,U0014,S01803,2026-03-02,browse,5,The 3D model was realistic and useful,in_app
F00449,U0680,S00910,2026-03-07,product_detail,3,Some parts were useful but others were average,post_session_survey
F00450,U0630,S00206,2026-03-06,entry,3,The experience was okay overall,in_app
F00451,U0159,S01861,2026-03-17,entry,2,The page response time felt slow on mobile,post_session_survey
F00452,U0689,S01342,2026-03-13,entry,3,I wanted to see pricing earlier in the journey,in_app
F00453,U0006,S01027,2026-03-04,product_detail,4,I liked the spec panel and the experience felt engaging,in_app
F00454,U0157,S02178,2026-03-06,entry,2,The page response time felt slow on mobile,in_app
F00455,U0499,S00272,2026-03-20,product_detail,1,The app was slow and laggy on my phone,in_app
F00456,U0758,S01187,2026-03-02,product_detail,3,Some parts were useful but others were average,in_app
F00457,U0732,S00027,2026-03-08,entry,1,The menu layout was not intuitive for a first-time user,in_app
F00458,U0583,S01130,2026-03-15,product_detail,4,I liked the spec panel and the experience felt engaging,in_app
F00459,U0454,S00137,2026-03-05,product_detail,3,I found some information but did not continue further,post_session_survey
F00460,U0209,S00288,2026-03-20,entry,1,The menu layout was not intuitive for a first-time user,in_app
F00461,U0717,S00286,2026-03-16,product_detail,3,I found some information but did not continue further,in_app
F00462,U0195,S01554,2026-03-03,product_detail,1,Navigation was confusing and I could not figure out the next step,in_app
F00463,U0570,S01785,2026-03-10,product_detail,3,The app worked fine but did not stand out,in_app
F00464,U0361,S01401,2026-03-05,entry,3,The app worked fine but did not stand out,in_app
F00465,U0131,S02309,2026-03-08,entry,2,Navigation was confusing and I could not figure out the next step,in_app
F00466,U0559,S00906,2026-03-09,pricing,4,The experience was okay overall,in_app
F00467,U0477,S00695,2026-03-09,product_detail,5,I liked the spec panel and the experience felt engaging,post_session_survey
F00468,U0027,S02084,2026-03-03,pricing,5,I liked how detailed the content was once I found it,in_app
F00469,U0298,S00547,2026-03-06,browse,1,Pricing details were buried and took too many clicks to reach,in_app
F00470,U0195,S02312,2026-03-06,browse,4,Some parts were useful but others were average,in_app
F00471,U0395,S00030,2026-03-14,pricing,3,The experience was okay overall,in_app
F00472,U0452,S02327,2026-03-10,entry,3,I looked through a few sections and then left,in_app
F00473,U0172,S00102,2026-03-17,entry,4,The showroom experience felt interactive and fun,in_app
F00474,U0038,S02140,2026-03-15,entry,1,Navigation was confusing and I could not figure out the next step,post_session_survey
F00475,U0205,S01269,2026-03-02,browse,2,The menu layout was not intuitive for a first-time user,in_app
F00476,U0760,S02384,2026-03-20,product_detail,5,I liked how detailed the content was once I found it,in_app
F00477,U0066,S00180,2026-03-08,entry,4,I liked the spec panel and the experience felt engaging,post_session_survey
F00478,U0709,S01331,2026-03-20,product_detail,2,The journey felt unclear and I was not sure where to go next,in_app
F00479,U0521,S02326,2026-03-19,entry,3,The app worked fine but did not stand out,in_app
F00480,U0715,S01258,2026-03-01,product_detail,3,I looked through a few sections and then left,in_app
F00481,U0623,S01504,2026-03-18,entry,4,The layout was easy to use,post_session_survey
F00482,U0213,S01666,2026-03-15,pricing,4,The product information was clear and easy to explore,in_app
F00483,U0159,S01094,2026-03-17,entry,2,The 3D view looked interesting but performance was poor,post_session_survey
F00484,U0784,S01501,2026-03-03,application,4,I liked how detailed the content was once I found it,in_app
F00485,U0217,S01402,2026-03-06,entry,2,I wanted to see pricing earlier in the journey,post_session_survey
F00486,U0317,S02167,2026-03-02,product_detail,2,It was hard to find pricing information,in_app
F00487,U0662,S00109,2026-03-11,product_detail,1,The 3D view looked interesting but performance was poor,post_session_survey
F00488,U0756,S00682,2026-03-08,product_detail,2,There was too much lag during the early part of the session,in_app
F00489,U0538,S02282,2026-03-01,pricing,1,The journey felt unclear and I was not sure where to go next,in_app
F00490,U0652,S02138,2026-03-08,product_detail,3,The experience was okay overall,in_app
F00491,U0226,S01097,2026-03-15,entry,1,The page response time felt slow on mobile,post_session_survey
F00492,U0210,S01482,2026-03-15,browse,5,The steps were clear and easy to follow,in_app
F00493,U0272,S00673,2026-03-09,product_detail,1,The app was slow and laggy on my phone,in_app
F00494,U0404,S00460,2026-03-17,entry,3,The experience was okay overall,in_app
F00495,U0568,S01117,2026-03-04,application,2,Navigation was confusing and I could not figure out the next step,in_app
F00496,U0344,S00853,2026-03-04,product_detail,4,I could find the information I needed quickly,in_app
F00497,U0361,S01401,2026-03-05,entry,4,The experience was okay overall,in_app
F00498,U0645,S00190,2026-03-18,entry,3,I looked through a few sections and then left,in_app
F00499,U0179,S02338,2026-03-05,entry,3,Some parts were useful but others were average,post_session_survey
F00500,U0568,S02366,2026-03-07,entry,2,The page response time felt slow on mobile,post_session_survey
F00501,U0366,S01672,2026-03-14,browse,1,Navigation was confusing and I could not figure out the next step,in_app
F00502,U0321,S01290,2026-03-06,entry,3,I looked through a few sections and then left,in_app
F00503,U0285,S00753,2026-03-20,browse,4,The experience was okay overall,post_session_survey
F00504,U0112,S01952,2026-03-12,application,3,I looked through a few sections and then left,in_app
F00505,U0473,S01642,2026-03-10,browse,2,The menu layout was not intuitive for a first-time user,in_app
F00506,U0712,S00398,2026-03-20,entry,1,I kept clicking around and still could not find the pricing page,in_app
F00507,U0667,S02189,2026-03-12,entry,1,It was hard to find pricing information,in_app
F00508,U0395,S01975,2026-03-07,browse,3,I looked through a few sections and then left,in_app
F00509,U0679,S02281,2026-03-20,browse,5,The product information was clear and easy to explore,post_session_survey
F00510,U0176,S01736,2026-03-12,entry,2,Loading felt too slow and made the experience frustrating,in_app
F00511,U0570,S01468,2026-03-06,entry,4,I liked the spec panel and the experience felt engaging,post_session_survey
F00512,U0268,S01011,2026-03-18,application,4,Navigation felt smooth and simple,in_app
F00513,U0403,S02244,2026-03-20,entry,3,The experience was okay overall,post_session_survey
F00514,U0299,S02078,2026-03-10,product_detail,1,I kept clicking around and still could not find the pricing page,in_app
F00515,U0723,S00108,2026-03-19,product_detail,3,Some parts were useful but others were average,post_session_survey
F00516,U0102,S00060,2026-03-01,pricing,2,Pricing details were buried and took too many clicks to reach,in_app
F00517,U0276,S00911,2026-03-18,entry,4,Some parts were useful but others were average,in_app
F00518,U0103,S01943,2026-03-13,browse,4,I looked through a few sections and then left,post_session_survey
F00519,U0329,S02368,2026-03-17,pricing,1,I had trouble locating cost information quickly,in_app
F00520,U0500,S00368,2026-03-15,pricing,2,The 3D view looked interesting but performance was poor,in_app
F00521,U0239,S01424,2026-03-15,browse,1,There was too much lag during the early part of the session,in_app
F00522,U0187,S00922,2026-03-03,entry,3,I looked through a few sections and then left,in_app
F00523,U0452,S02327,2026-03-10,entry,2,Loading felt too slow and made the experience frustrating,in_app
F00524,U0283,S02020,2026-03-04,browse,1,The menu layout was not intuitive for a first-time user,post_session_survey
F00525,U0565,S02012,2026-03-02,product_detail,2,Loading felt too slow and made the experience frustrating,post_session_survey
F00526,U0583,S01130,2026-03-15,product_detail,4,I liked the spec panel and the experience felt engaging,post_session_survey
F00527,U0484,S01003,2026-03-09,browse,3,Some parts were useful but others were average,post_session_survey
F00528,U0637,S00662,2026-03-14,entry,1,The menu layout was not intuitive for a first-time user,post_session_survey
F00529,U0243,S00138,2026-03-15,entry,2,I kept clicking around and still could not find the pricing page,post_session_survey
F00530,U0772,S02075,2026-03-07,application,4,The product information was clear and easy to explore,in_app
F00531,U0453,S01949,2026-03-19,browse,3,The experience was okay overall,in_app
F00532,U0030,S02400,2026-03-09,entry,3,The app worked fine but did not stand out,post_session_survey
F00533,U0592,S02393,2026-03-16,product_detail,1,The menu layout was not intuitive for a first-time user,post_session_survey
F00534,U0282,S01336,2026-03-09,entry,4,I liked how detailed the content was once I found it,in_app
F00535,U0023,S01842,2026-03-13,product_detail,5,Navigation felt smooth and simple,post_session_survey
F00536,U0200,S02270,2026-03-15,pricing,3,Some parts were useful but others were average,in_app
F00537,U0696,S02038,2026-03-14,entry,1,The journey felt unclear and I was not sure where to go next,post_session_survey
F00538,U0453,S00604,2026-03-07,entry,2,I kept clicking around and still could not find the pricing page,in_app
F00539,U0573,S01087,2026-03-11,product_detail,3,I looked through a few sections and then left,in_app
F00540,U0449,S00315,2026-03-09,browse,3,The experience was okay overall,in_app
F00541,U0411,S02291,2026-03-02,browse,1,The page response time felt slow on mobile,in_app
F00542,U0143,S01449,2026-03-06,pricing,4,The showroom experience felt interactive and fun,post_session_survey
F00543,U0689,S00559,2026-03-12,entry,2,Loading felt too slow and made the experience frustrating,post_session_survey
F00544,U0458,S01609,2026-03-19,browse,5,It was easy to move from product details to pricing,post_session_survey
F00545,U0524,S01478,2026-03-17,browse,4,I found some information but did not continue further,post_session_survey
F00546,U0138,S00866,2026-03-14,pricing,1,Pricing details were buried and took too many clicks to reach,in_app
F00547,U0124,S00277,2026-03-03,browse,1,There was too much lag during the early part of the session,post_session_survey
F00548,U0458,S01609,2026-03-19,browse,3,Some parts were useful but others were average,in_app
F00549,U0274,S01251,2026-03-03,entry,4,Some parts were useful but others were average,in_app
F00550,U0131,S01850,2026-03-11,browse,1,Loading felt too slow and made the experience frustrating,in_app
F00551,U0274,S01251,2026-03-03,entry,1,The 3D view looked interesting but performance was poor,in_app
F00552,U0258,S02045,2026-03-01,browse,4,It was easy to move from product details to pricing,in_app
F00553,U0031,S01327,2026-03-17,browse,1,The journey felt unclear and I was not sure where to go next,in_app
F00554,U0343,S01347,2026-03-17,entry,4,Some parts were useful but others were average,post_session_survey
F00555,U0489,S02105,2026-03-13,product_detail,1,It was hard to find pricing information,in_app
F00556,U0049,S00973,2026-03-20,product_detail,2,The page response time felt slow on mobile,in_app
F00557,U0718,S00326,2026-03-20,browse,3,I looked through a few sections and then left,in_app
F00558,U0433,S00066,2026-03-14,browse,3,Some parts were useful but others were average,post_session_survey
F00559,U0713,S01807,2026-03-09,entry,3,I looked through a few sections and then left,post_session_survey
F00560,U0210,S01482,2026-03-15,browse,4,The showroom experience felt interactive and fun,post_session_survey
F00561,U0571,S01685,2026-03-10,entry,5,The product information was clear and easy to explore,in_app
F00562,U0734,S00521,2026-03-04,entry,4,The experience was okay overall,in_app
F00563,U0285,S00333,2026-03-05,pricing,4,The experience was okay overall,in_app
F00564,U0203,S00035,2026-03-11,entry,4,I liked how detailed the content was once I found it,in_app
F00565,U0655,S00847,2026-03-05,entry,2,Loading felt too slow and made the experience frustrating,post_session_survey
F00566,U0718,S01415,2026-03-13,entry,3,The app worked fine but did not stand out,in_app
F00567,U0707,S00946,2026-03-09,product_detail,4,I looked through a few sections and then left,in_app
F00568,U0207,S01056,2026-03-11,entry,5,The steps were clear and easy to follow,post_session_survey
F00569,U0427,S02173,2026-03-07,browse,5,It was easy to move from product details to pricing,post_session_survey
F00570,U0462,S00841,2026-03-09,browse,1,The 3D view looked interesting but performance was poor,in_app
F00571,U0488,S01235,2026-03-05,entry,3,Some parts were useful but others were average,in_app
F00572,U0260,S01878,2026-03-15,entry,2,The page response time felt slow on mobile,in_app
F00573,U0527,S00955,2026-03-10,entry,5,The showroom experience felt interactive and fun,post_session_survey
F00574,U0406,S01487,2026-03-15,product_detail,4,It was easy to move from product details to pricing,in_app
F00575,U0420,S02069,2026-03-11,entry,2,It was hard to find pricing information,in_app
F00576,U0152,S02280,2026-03-06,entry,2,The menu layout was not intuitive for a first-time user,post_session_survey
F00577,U0317,S00359,2026-03-03,entry,1,The app was slow and laggy on my phone,in_app
F00578,U0347,S02228,2026-03-07,entry,3,Some parts were useful but others were average,in_app
F00579,U0192,S01185,2026-03-13,browse,3,The experience was okay overall,in_app
F00580,U0406,S00630,2026-03-06,entry,1,Loading felt too slow and made the experience frustrating,post_session_survey
F00581,U0718,S01105,2026-03-16,product_detail,1,The pricing page was not easy to discover,post_session_survey
F00582,U0001,S02352,2026-03-18,pricing,3,The app worked fine but did not stand out,in_app
F00583,U0758,S01187,2026-03-02,product_detail,3,Some parts were useful but others were average,in_app
F00584,U0557,S00797,2026-03-05,entry,4,Some parts were useful but others were average,in_app
F00585,U0414,S01514,2026-03-18,entry,5,The 3D model was realistic and useful,in_app
F00586,U0687,S00588,2026-03-16,browse,4,I looked through a few sections and then left,in_app
F00587,U0716,S00185,2026-03-02,product_detail,3,Some parts were useful but others were average,in_app
F00588,U0449,S00315,2026-03-09,browse,3,Some parts were useful but others were average,in_app
F00589,U0257,S00313,2026-03-06,browse,1,It was hard to find the information I needed,in_app
F00590,U0203,S00373,2026-03-11,browse,3,The app worked fine but did not stand out,in_app
F00591,U0154,S00340,2026-03-08,entry,3,I found some information but did not continue further,in_app
F00592,U0173,S01533,2026-03-10,product_detail,1,Loading felt too slow and made the experience frustrating,post_session_survey
F00593,U0243,S00444,2026-03-19,browse,1,The app was slow and laggy on my phone,post_session_survey
F00594,U0709,S00836,2026-03-14,browse,1,The pricing page was not easy to discover,post_session_survey
F00595,U0482,S02154,2026-03-03,product_detail,4,I liked how detailed the content was once I found it,post_session_survey
F00596,U0654,S01141,2026-03-17,browse,3,The app worked fine but did not stand out,post_session_survey
F00597,U0150,S01598,2026-03-04,application,3,I found some information but did not continue further,in_app
F00598,U0793,S00422,2026-03-07,browse,3,I found some information but did not continue further,in_app
F00599,U0258,S00470,2026-03-09,product_detail,1,The pricing page was not easy to discover,in_app
F00600,U0629,S00095,2026-03-14,browse,4,The showroom experience felt interactive and fun,post_session_survey
F00601,U0237,S00414,2026-03-03,browse,5,The showroom experience felt interactive and fun,in_app
F00602,U0081,S00676,2026-03-05,entry,3,I looked through a few sections and then left,in_app
F00603,U0575,S00434,2026-03-19,entry,3,Some parts were useful but others were average,in_app
F00604,U0769,S00219,2026-03-16,entry,5,The product information was clear and easy to explore,in_app
F00605,U0307,S00291,2026-03-18,browse,1,I had trouble locating cost information quickly,in_app
F00606,U0291,S01109,2026-03-04,application,3,Some parts were useful but others were average,in_app
F00607,U0496,S00503,2026-03-04,pricing,3,The app worked fine but did not stand out,post_session_survey
F00608,U0168,S00880,2026-03-02,pricing,2,There was too much lag during the early part of the session,in_app
F00609,U0458,S01210,2026-03-20,entry,3,I wanted to see pricing earlier in the journey,post_session_survey
F00610,U0792,S01654,2026-03-10,product_detail,3,The experience was okay overall,in_app
F00611,U0248,S00092,2026-03-08,entry,2,Loading felt too slow and made the experience frustrating,post_session_survey
F00612,U0277,S01915,2026-03-11,application,3,I found some information but did not continue further,in_app
F00613,U0442,S01502,2026-03-14,browse,4,The experience was okay overall,in_app
F00614,U0174,S00201,2026-03-02,product_detail,1,I kept clicking around and still could not find the pricing page,in_app
F00615,U0220,S02096,2026-03-17,application,5,The steps were clear and easy to follow,in_app
F00616,U0652,S02213,2026-03-01,browse,4,Some parts were useful but others were average,in_app
F00617,U0614,S00149,2026-03-02,entry,4,I found some information but did not continue further,in_app
F00618,U0070,S00672,2026-03-19,entry,3,The app worked fine but did not stand out,in_app
F00619,U0749,S01932,2026-03-08,product_detail,2,The page response time felt slow on mobile,in_app
F00620,U0064,S01791,2026-03-05,application,3,The experience was okay overall,in_app
F00621,U0301,S00450,2026-03-10,browse,3,I looked through a few sections and then left,in_app
F00622,U0074,S00511,2026-03-03,product_detail,2,I had trouble locating cost information quickly,in_app
F00623,U0712,S00894,2026-03-10,entry,3,Pricing details were buried and took too many clicks to reach,post_session_survey
F00624,U0130,S01165,2026-03-09,browse,3,Some parts were useful but others were average,in_app
F00625,U0215,S01479,2026-03-03,entry,1,The page response time felt slow on mobile,in_app
F00626,U0058,S00891,2026-03-10,browse,2,The page response time felt slow on mobile,in_app
F00627,U0638,S01114,2026-03-06,entry,3,I looked through a few sections and then left,in_app
F00628,U0366,S01789,2026-03-05,product_detail,1,The journey felt unclear and I was not sure where to go next,post_session_survey
F00629,U0520,S00085,2026-03-01,browse,4,I liked the spec panel and the experience felt engaging,in_app
F00630,U0168,S00616,2026-03-10,entry,2,It was hard to find the information I needed,in_app
F00631,U0522,S01707,2026-03-06,entry,3,Some parts were useful but others were average,in_app
F00632,U0787,S02150,2026-03-15,product_detail,2,The app was slow and laggy on my phone,in_app
F00633,U0061,S01230,2026-03-13,browse,5,The 3D model was realistic and useful,in_app
F00634,U0397,S01279,2026-03-17,browse,1,The menu layout was not intuitive for a first-time user,post_session_survey
F00635,U0204,S00263,2026-03-13,product_detail,1,It was hard to find the information I needed,in_app
F00636,U0629,S01079,2026-03-02,entry,3,Some parts were useful but others were average,in_app
F00637,U0630,S01281,2026-03-12,entry,2,I kept clicking around and still could not find the pricing page,in_app
F00638,U0399,S00594,2026-03-13,browse,1,I kept clicking around and still could not find the pricing page,in_app
F00639,U0296,S00654,2026-03-02,entry,4,I looked through a few sections and then left,in_app
F00640,U0034,S00913,2026-03-04,entry,3,The app worked fine but did not stand out,in_app
F00641,U0274,S00046,2026-03-03,entry,2,Navigation was confusing and I could not figure out the next step,post_session_survey
